,compound,date,negative,neutral,positive,source,tweet_text
306,0.0,2018-04-02 12:35:13,0.0,1.0,0.0,CBSNews,Here’s a look at this morning’s other headlines on @CBSThisMorning: https://t.co/XrcsXi5mE7
307,-0.6486,2018-04-02 12:30:01,0.249,0.751,0.0,CBSNews,"Pres. Trump tweets ""DACA is dead"" after spending Easter slamming Mexico, Democrats https://t.co/YF1x2TLrwG https://t.co/grH8B4YzWc"
308,0.0,2018-04-02 12:24:36,0.0,1.0,0.0,CBSNews,Dr. Martin Luther King Jr.’s children speak about their father's legacy and say he was far more radical in his idea… https://t.co/IDwaJAhhb4
309,-0.5994,2018-04-02 12:18:40,0.17,0.83,0.0,CBSNews,"This week marks the 50th anniversary of the assassination of Dr. Martin Luther King Jr. Only on CBS News,… https://t.co/aVbFkZoB5v"
310,0.0,2018-04-02 12:11:20,0.0,1.0,0.0,CBSNews,"Dr. Martin Luther King Jr. was assassinated 50 years ago this week. Ahead and only on CBS News, his children reflec… https://t.co/HdWB5LFyPj"
311,0.2263,2018-04-02 12:08:40,0.0,0.888,0.112,CBSNews,Student protestors at Howard University are entering their fifth straight day occupying schools' administrative bui… https://t.co/BLjSItWnQD
312,-0.4019,2018-04-02 12:06:08,0.137,0.863,0.0,CBSNews,China's new tariffs on American products take effect today amid heightened tensions over trade. China announced the… https://t.co/t24wWKU3AP
313,0.25,2018-04-02 12:05:05,0.087,0.787,0.126,CBSNews,Lawmakers are pushing back against Pres. Trump’s vow that there will be no deal to save the DACA program. Trump twe… https://t.co/9L0uerUbZ9
314,0.0,2018-04-02 12:01:01,0.0,1.0,0.0,CBSNews,"China's defunct space station, Tiangong 1, re-entered the Earth's atmosphere after 8 p.m. ET Sunday, mostly burning… https://t.co/GL05Ea97Iv"
315,0.0,2018-04-02 11:52:32,0.0,1.0,0.0,CBSNews,Here’s a look at this morning’s other headlines on @CBSThisMorning https://t.co/f4C84V3fes
316,0.0,2018-04-02 11:46:15,0.0,1.0,0.0,CBSNews,French President Emmanuel Macron spoke with @WIRED editor-in-chief and CBS News contributor @nxthompson and said th… https://t.co/lapQy4yBF6
317,0.0,2018-04-02 11:45:01,0.0,1.0,0.0,CBSNews,"With tech companies tracking us online, @TonyDokoupil tried to see if it's even possible to shop online without giv… https://t.co/DkjoVscPfY"
318,-0.2023,2018-04-02 11:37:32,0.161,0.714,0.125,CBSNews,The entertainment world is remembering TV writer and producer Steven Bochco. He died yesterday after a long battle… https://t.co/l1CXWlwCZt
319,-0.802,2018-04-02 11:33:39,0.324,0.676,0.0,CBSNews,Investigators say the crash off a California cliff that killed a Washington state family may have been intentional.… https://t.co/sB5ib4qmJy
320,-0.6705,2018-04-02 14:40:07,0.271,0.676,0.053,CNN,Shulkin says he was fired. The White House said he resigned. Here's why it matters. https://t.co/GQctLkajaB https://t.co/3bOKk1Yc5t
321,-0.4767,2018-04-02 14:34:00,0.162,0.838,0.0,CNN,"Oklahoma teachers are rallying and walking out of classes, expressing frustration over funding and salaries.

Follo… https://t.co/thLk0QCQQ1"
322,0.0,2018-04-02 14:26:42,0.0,1.0,0.0,CNN,"BREAKING: Winnie Mandela, the South African anti-apartheid activist and former wife of the late President Nelson Ma… https://t.co/niDBaqQyEi"
323,-0.2263,2018-04-02 14:20:11,0.11,0.822,0.068,CNN,"Ethan Couch, known for his ""affluenza"" defense in his deadly drunk driving case, was released from a Texas jail tod… https://t.co/3XZPvhXxfM"
324,0.0,2018-04-02 14:15:09,0.0,1.0,0.0,CNN,A rare look inside North Korean leader Kim Jong Un's armored train https://t.co/Wo0QaDc4gb https://t.co/TqRR8a0uQw
325,0.0,2018-04-02 14:15:00,0.0,1.0,0.0,CNN,"Craig Troxell is a full-time high school science teacher in Oklahoma, but he works 4 jobs to make ends meet. Troxel… https://t.co/Q1Iw26BCty"
326,-0.0772,2018-04-02 14:07:41,0.1,0.813,0.086,CNN,"In Oklahoma, educators often work about 10 years before reaching the $40,000 salary mark. Low salaries are promptin… https://t.co/FqAoZRmq7e"
327,-0.3182,2018-04-02 14:03:10,0.17,0.717,0.112,CNN,British authorities examining the poisoning of former Russian spy Sergei Skripal believe the daring placement of th… https://t.co/ll3ToOMxAP
328,0.0,2018-04-02 13:56:17,0.0,1.0,0.0,CNN,Teachers in Kentucky have walked off the job this morning. Here's why: https://t.co/7xHndPLLZ3 https://t.co/N4rkeb75r0
329,0.0,2018-04-02 13:50:20,0.0,1.0,0.0,CNN,Everything you need to know about SpaceX's latest launch and recovery attempt https://t.co/1Zf11QiFQu https://t.co/gFw6577QTF
330,-0.2732,2018-04-02 13:40:06,0.193,0.695,0.112,CNN,Pope Francis baptized a Nigerian migrant -- who shot to fame after confronting a thief on the streets of Rome -- as… https://t.co/OwyjaUcXOu
331,-0.2263,2018-04-02 13:31:07,0.128,0.872,0.0,CNN,"A federal lawsuit claims CVS unintentionally revealed the HIV status of 6,000 customers https://t.co/WZCgBWM8dd https://t.co/excUkKASMY"
332,0.0,2018-04-02 13:20:11,0.0,1.0,0.0,CNN,Former Department of Veterans Affairs Secretary David Shulkin says that White House chief of staff John Kelly calle… https://t.co/sxQJUxzi7L
333,-0.4404,2018-04-02 13:12:56,0.182,0.818,0.0,CNN,Sinclair tells stations to air media-bashing promos — and the criticism goes viral https://t.co/icZFRpqokW https://t.co/MK6hOFpXh6
334,0.0,2018-04-02 13:02:20,0.0,1.0,0.0,CNN,He’s a high school algebra teacher in Oklahoma. And a bus driver. And a Little League umpire. And he drives for Ube… https://t.co/8GFAfVqIZp
335,0.0,2018-04-02 13:02:14,0.0,1.0,0.0,CNN,This photographer captures wacky Japanese public toilets https://t.co/LpWvwG0Xl2 via @CNNTravel https://t.co/eNSOcQWpb6
336,-0.0772,2018-04-02 12:51:02,0.255,0.579,0.166,CNN,A Chinese college student who made no threats but had alarmed a roommate and a friend with his behavior and bought… https://t.co/hD6ydKqcfg
337,0.0,2018-04-02 12:45:11,0.0,1.0,0.0,CNN,"Retreating from the White House for a three-night stay at his Florida estate, President Trump heard this weekend fr… https://t.co/IFDdKwuvxm"
338,-0.7351,2018-04-02 12:38:34,0.437,0.563,0.0,CNN,Tesla Model X was in autopilot before fatal crash https://t.co/b1wcGU2Fcl https://t.co/3IbQ5slT5Z
339,-0.875,2018-04-02 12:28:07,0.37,0.63,0.0,CNN,"President Trump says ""our country is being stolen"" due to an influx of illegal immigration, blaming Democrats for w… https://t.co/EbYXLpxbfV"
340,0.0,2018-04-02 13:45:01,0.0,1.0,0.0,CBSNews,"In a three-page memo obtained by the AP, White House ""talking points"" lay out seven ""lies"" that it said Shulkin had… https://t.co/kcPDqFGb6O"
341,0.0,2018-04-02 13:30:01,0.0,1.0,0.0,CBSNews,Japan's Shinzo Abe to visit Mar-a-Lago to discuss North Korea with Trump https://t.co/PXXDvKNM63 https://t.co/ljsJoSR1e4
342,0.7783,2018-04-02 13:15:45,0.0,0.726,0.274,CBSNews,"""We don't normally handle these situations, and it feels great to help directly bring a new life into this world,""… https://t.co/UOk64ypwxs"
343,0.0,2018-04-02 13:01:01,0.0,1.0,0.0,CBSNews,Missouri GOP Senate candidate Josh Hawley sidesteps question on Trump's behavior https://t.co/HKByFWYNOI https://t.co/jVcsEzb9iL
344,0.1531,2018-04-02 12:47:16,0.0,0.922,0.078,CBSNews,Biologists are challenging the idea of naturalist Charles Darwin that evolution can not be observed in real time. U… https://t.co/jsPlcM34p6
345,0.1154,2018-04-02 12:41:36,0.0,0.935,0.065,CBSNews,"A firefighter surprised two young girls at their home in Ohio, but when he took off his mask and helmet, they reali… https://t.co/azLZXi40q6"
346,0.0,2018-04-02 12:35:13,0.0,1.0,0.0,CBSNews,Here’s a look at this morning’s other headlines on @CBSThisMorning: https://t.co/XrcsXi5mE7
347,-0.6486,2018-04-02 12:30:01,0.249,0.751,0.0,CBSNews,"Pres. Trump tweets ""DACA is dead"" after spending Easter slamming Mexico, Democrats https://t.co/YF1x2TLrwG https://t.co/grH8B4YzWc"
348,0.0,2018-04-02 12:24:36,0.0,1.0,0.0,CBSNews,Dr. Martin Luther King Jr.’s children speak about their father's legacy and say he was far more radical in his idea… https://t.co/IDwaJAhhb4
349,-0.5994,2018-04-02 12:18:40,0.17,0.83,0.0,CBSNews,"This week marks the 50th anniversary of the assassination of Dr. Martin Luther King Jr. Only on CBS News,… https://t.co/aVbFkZoB5v"
350,0.0,2018-04-02 12:11:20,0.0,1.0,0.0,CBSNews,"Dr. Martin Luther King Jr. was assassinated 50 years ago this week. Ahead and only on CBS News, his children reflec… https://t.co/HdWB5LFyPj"
351,0.2263,2018-04-02 12:08:40,0.0,0.888,0.112,CBSNews,Student protestors at Howard University are entering their fifth straight day occupying schools' administrative bui… https://t.co/BLjSItWnQD
352,-0.4019,2018-04-02 12:06:08,0.137,0.863,0.0,CBSNews,China's new tariffs on American products take effect today amid heightened tensions over trade. China announced the… https://t.co/t24wWKU3AP
353,0.25,2018-04-02 12:05:05,0.087,0.787,0.126,CBSNews,Lawmakers are pushing back against Pres. Trump’s vow that there will be no deal to save the DACA program. Trump twe… https://t.co/9L0uerUbZ9
354,0.0,2018-04-02 12:01:01,0.0,1.0,0.0,CBSNews,"China's defunct space station, Tiangong 1, re-entered the Earth's atmosphere after 8 p.m. ET Sunday, mostly burning… https://t.co/GL05Ea97Iv"
355,0.0,2018-04-02 11:52:32,0.0,1.0,0.0,CBSNews,Here’s a look at this morning’s other headlines on @CBSThisMorning https://t.co/f4C84V3fes
356,0.0,2018-04-02 11:46:15,0.0,1.0,0.0,CBSNews,French President Emmanuel Macron spoke with @WIRED editor-in-chief and CBS News contributor @nxthompson and said th… https://t.co/lapQy4yBF6
357,0.0,2018-04-02 11:45:01,0.0,1.0,0.0,CBSNews,"With tech companies tracking us online, @TonyDokoupil tried to see if it's even possible to shop online without giv… https://t.co/DkjoVscPfY"
358,-0.2023,2018-04-02 11:37:32,0.161,0.714,0.125,CBSNews,The entertainment world is remembering TV writer and producer Steven Bochco. He died yesterday after a long battle… https://t.co/l1CXWlwCZt
359,-0.802,2018-04-02 11:33:39,0.324,0.676,0.0,CBSNews,Investigators say the crash off a California cliff that killed a Washington state family may have been intentional.… https://t.co/sB5ib4qmJy
360,0.3612,2018-04-02 10:32:05,0.0,0.878,0.122,nytimes,"A 77-year-old who owns an estimated 75 guns: ""It'll go away. Like all the other times.""
A 17-year-old who protests:… https://t.co/O1gJ5AEHgL"
361,0.0,2018-04-02 10:27:54,0.0,1.0,0.0,nytimes,The Checkup: When Your Baby Is Your Roommate https://t.co/WJ8dsClaaL
362,-0.34,2018-04-02 10:16:38,0.209,0.625,0.166,nytimes,RT @nytopinion: We should stop saying “Asperger.” It’s one way to honor the children killed in Hans Asperger's name as well as those still…
363,0.0,2018-04-02 09:59:36,0.0,1.0,0.0,nytimes,What to cook this week https://t.co/d1imKGrfPY
364,0.0,2018-04-02 09:43:24,0.0,1.0,0.0,nytimes,"RT @nytimesmusic: “There’s something about music you listen to in high school. When you hear it, it takes you right back,” Frankie Cosmos's…"
365,0.3612,2018-04-02 09:27:24,0.0,0.884,0.116,nytimes,"Many of the references in ""Ready Player One"" are merely part of the set decoration — graffiti on a wall, a sticker… https://t.co/Mu847tkZXs"
366,-0.2263,2018-04-02 09:10:04,0.086,0.863,0.051,nytimes,"RT @nytimesworld: No male student has graduated high school in 48 Afghan districts over the past 17 years, activists say. The number is eve…"
367,0.4588,2018-04-02 08:41:50,0.148,0.563,0.289,nytimes,"RT @nytimesbooks: This April 1, revisit a great literary hoax.
https://t.co/KHizQJKang"
368,0.3818,2018-04-02 08:25:17,0.0,0.894,0.106,nytimes,"RT @nytimesworld: The South China Morning Post, now owned by Alibaba, has become the leading edge of a mission to promote China’s soft powe…"
369,0.5267,2018-04-02 08:07:22,0.0,0.833,0.167,nytimes,Professional skater Lacey Baker began skateboarding at around 2 years old. Now she's an inspiration to young skater… https://t.co/PqywETwVvw
370,0.0,2018-04-02 07:49:41,0.0,1.0,0.0,nytimes,“Romeo and Juliet never had to grow older together or put their kids through college. Juliet never went through men… https://t.co/8PWXTegwiX
371,-0.6908,2018-04-02 07:32:45,0.183,0.817,0.0,nytimes,RT @nytimesworld: The British hotel owner whose son married Pippa Middleton in May is under formal investigation in France over a rape alle…
372,0.0,2018-04-02 07:15:39,0.0,1.0,0.0,nytimes,Automakers are offering augmented reality experiences and lifelike virtual reality simulations to lure buyers https://t.co/ZAHeGSxEOI
373,0.4019,2018-04-02 06:58:54,0.0,0.69,0.31,nytimes,Tip: How to Clean Paper Currency https://t.co/pOFlUm8tuZ
374,0.0,2018-04-02 06:43:21,0.0,1.0,0.0,nytimes,"Whether consumed in Manila's heat or on the edge of a New York winter, adobo holds the power to change moods and al… https://t.co/tozE1vqADV"
375,0.5859,2018-04-02 06:26:20,0.0,0.714,0.286,nytimes,"RT @nytimesarts: How does Steven Spielberg's ""Ready Player One"" compare with the novel? https://t.co/kEaGBgtssl"
376,0.6808,2018-04-02 06:09:07,0.0,0.763,0.237,nytimes,"Just how useful is that $3,500 smart refrigerator that can beam live images of its contents to your phone? https://t.co/g5BWhd7Q3Q"
377,0.0,2018-04-02 05:51:37,0.0,1.0,0.0,nytimes,"Micheal Brown applied to 20 highly selective colleges.
He got into all of them.
They all offered him full rides. https://t.co/H3jAlAwzGY"
378,0.0,2018-04-02 05:33:54,0.0,1.0,0.0,nytimes,"Steven Bochco, Producer of ‘Hill Street Blues’ and ‘NYPD Blue,’ Dies at 74 https://t.co/R1i7T2xMt6"
379,0.0,2018-04-02 05:17:08,0.0,1.0,0.0,nytimes,"She wasn’t looking for a husband when she moved to a new apartment in 2010, but that's exactly what she found https://t.co/r81nnLgT5H"
380,0.1531,2018-04-02 11:21:33,0.0,0.918,0.082,FoxNews,"""It's the people that I'll miss.""

Arizona trooper gives emotional radio call to mark end of 37-year career… https://t.co/mOLmSFh5Zp"
381,0.0,2018-04-02 10:59:27,0.0,1.0,0.0,FoxNews,.@AdamKlotzFNC gives an update on the weather on @foxandfriends https://t.co/y9wQa2ttfN
382,0.4939,2018-04-02 10:45:25,0.0,0.856,0.144,FoxNews,".@hogangidley45 on immigration: “It’s been out of hand, and that’s one of the reasons that the president wanted a l… https://t.co/HGcKq0Eo9g"
383,0.0,2018-04-02 10:33:51,0.0,1.0,0.0,FoxNews,.@dbongino: “You can’t have a country without borders. It’s just a landmass without the borders.”… https://t.co/QFn3LnHuQl
384,0.0,2018-04-02 10:20:36,0.0,1.0,0.0,FoxNews,"Mueller was appointed too early in Russia investigation, senator says https://t.co/VNvQElvp0d"
385,0.0,2018-04-02 09:56:33,0.0,1.0,0.0,FoxNews,Jessica Vaughan: “Congress has been completely dysfunctional on the immigration issue… so [President… https://t.co/DJQ2vLpGol
386,0.0,2018-04-02 09:36:17,0.0,1.0,0.0,FoxNews,Red paint found splattered across Trump golf club sign https://t.co/1ATMly59MW
387,-0.296,2018-04-02 09:23:28,0.104,0.896,0.0,FoxNews,".@RealDrGina: “Conor Lamb ran on President Trump’s coattails and it’s no wonder he did, I mean we have the winninge… https://t.co/IFFCAe3vvN"
388,0.0,2018-04-02 09:00:19,0.0,1.0,0.0,FoxNews,"James Carafano: ""[The #Trump administration has] actually gradually and systematically started closing those loopho… https://t.co/4ICZaILgup"
389,-0.6908,2018-04-02 08:55:00,0.299,0.701,0.0,FoxNews,London murder rate beats New York for month as stabbings surge https://t.co/6oEeln4qSn
390,0.0,2018-04-02 08:48:40,0.0,1.0,0.0,FoxNews,Malala Yousafzai ending 1st visit to Pakistan since shooting https://t.co/Jva63DTQrx
391,0.0,2018-04-02 08:43:00,0.0,1.0,0.0,FoxNews,"California Rep. Sherman defends 'hysteria' over citizenship, census question https://t.co/vyzSQEAtVc"
392,0.0,2018-04-02 08:38:00,0.0,1.0,0.0,FoxNews,"SUV carrying family accelerated off California cliff, CHP says https://t.co/wLxUgQx2wx https://t.co/qLFyNv3I8S"
393,-0.296,2018-04-02 08:36:00,0.239,0.761,0.0,FoxNews,"Mexico is no piñata, presidential frontrunner says https://t.co/VQT5nyCvZL"
394,0.4404,2018-04-02 08:32:00,0.0,0.775,0.225,FoxNews,Braves reporter gets hit in the eye by foul ball https://t.co/dKx2tt6nFV
395,0.0,2018-04-02 08:27:52,0.0,1.0,0.0,FoxNews,".@MustafaTameez: ""President #Trump is trying to use this broad brush to really affect trade in a way that will hurt… https://t.co/XXZmy0ZGdC"
396,-0.5574,2018-04-02 08:20:14,0.175,0.825,0.0,FoxNews,".@conservmillen on illegal immigration: ""Either our politicians have to become less spineless, or Mexico has to bec… https://t.co/k6csyEpQ8v"
397,-0.6908,2018-04-02 08:19:00,0.289,0.711,0.0,FoxNews,"Tennessee store clerk charged in death of teen believed to be shoplifting beer, report says https://t.co/86w4E6TSwe"
398,0.0,2018-04-02 08:14:00,0.0,1.0,0.0,FoxNews,"'Reckless' Mustang driver hits 150 mph in chase, troopers back off https://t.co/itlCBNTi8c"
399,0.0923,2018-04-02 08:09:05,0.193,0.591,0.216,FoxNews,"President @realDonaldTrump strengthens immigration stance; ""NO MORE DACA DEAL!"" https://t.co/W7tqBBbkH6 https://t.co/vGPb86tMgN"
400,-0.34,2018-04-01 22:21:08,0.211,0.789,0.0,BBCWorld,Spain Catalonia: Puigdemont speaks out after arrest in Germany https://t.co/VPfPkL7V4s
401,-0.4767,2018-04-01 22:02:15,0.307,0.693,0.0,BBCWorld,Somalia al-Shabab: African Union base under attack https://t.co/wkDA3RLIjy
402,-0.5719,2018-04-01 21:40:03,0.316,0.684,0.0,BBCWorld,Daca Dreamers: Trump vents anger on immigrant programme https://t.co/YC39NmKkHr
403,0.0,2018-04-01 19:12:45,0.0,1.0,0.0,BBCWorld,Efrain Rios Montt: Guatemala ex-leader tried for genocide dies https://t.co/CfFUFssY47
404,-0.8957,2018-04-01 18:15:53,0.607,0.393,0.0,BBCWorld,Mexico: Seven police officers die in Veracruz prison riot https://t.co/zoDRd7mY4w
405,-0.8316,2018-04-01 16:30:17,0.37,0.63,0.0,BBCWorld,"RT @BBCSteveR: UK-Russia war of words over Salisbury:

🇬🇧 about 🇷🇺
reckless, despicable, culpable, malign, aggression, flagrant, barbaric,…"
406,0.0,2018-04-01 15:45:33,0.0,1.0,0.0,BBCWorld,"RT @BBCNews: 😆😂🤣

https://t.co/qjCDvEa0BI"
407,-0.6705,2018-04-01 15:10:39,0.237,0.678,0.085,BBCWorld,"RT @BBCSteveR: More from Russian TV's Kiselev. Blaming Russia for Novichok poisoning is like saying ""If someone's hit over the head with an…"
408,0.0,2018-04-01 15:09:43,0.0,1.0,0.0,BBCWorld,"RT @BBCNews: The Queen, Prince William and Catherine have attended an Easter service at Windsor Castle

https://t.co/e9XSQsTtz0 https://t.c…"
409,-0.4939,2018-04-01 15:04:51,0.127,0.873,0.0,BBCWorld,RT @BBCSteveR: Why's Russian TV showing the inventor of the sandwich (the Earl of Sandwich) in a report on the Skripals? Anchor: blaming Ru…
410,-0.8555,2018-04-01 14:24:37,0.544,0.38,0.076,BBCWorld,Kuwait death sentences for murder of Filipina maid https://t.co/PDwCWodXei
411,-0.8402,2018-04-01 14:17:33,0.5,0.5,0.0,BBCWorld,Gaza-Israel violence: Netanyahu and Erdogan in war of words https://t.co/Z4LPJ4NOvu
412,0.0,2018-04-01 13:56:33,0.0,1.0,0.0,BBCWorld,Tiangong-1: China space lab's return approaches https://t.co/0IQYaq8P1M
413,0.0,2018-04-01 12:41:36,0.0,1.0,0.0,BBCWorld,"RT @BBCNews: Three WW2 aircraft - a Spitfire T9, Spitfire Mk IX and a Hawker Hurricane X - fly over wartime airfield Biggin Hill for #RAF10…"
414,0.0,2018-04-01 12:15:32,0.0,1.0,0.0,BBCWorld,Inside the armoured green train used by Kim Jong-un on his trip to China https://t.co/C7djAnrGEC
415,0.0,2018-04-01 11:32:38,0.0,1.0,0.0,BBCWorld,Pope Easter message urges ‘end to Syria carnage’ https://t.co/0igcyRXf9f
416,0.0,2018-04-01 11:13:53,0.0,1.0,0.0,BBCWorld,Alvarado v Alvarado: Costa Rica's election explained https://t.co/KYlxkfzx6r
417,0.0,2018-04-01 10:30:14,0.0,1.0,0.0,BBCWorld,"See you later Alligator. 🐊 

https://t.co/hHMns7Dpwo https://t.co/f9TkLjsMot"
418,0.0,2018-04-01 10:06:13,0.0,1.0,0.0,BBCWorld,South Korea's K-pop heavyweights set to perform in North https://t.co/vCvOxTPmcw
419,0.0,2018-04-01 08:00:56,0.0,1.0,0.0,BBCWorld,Alligator pulled from Florida family's swimming pool https://t.co/fSesBzHCLU
420,0.0,2018-04-02 11:33:07,0.0,1.0,0.0,CBSNews,"Here are three things you should know this morning:
1⃣Russia tests anti-ballistic missile
2⃣Jury selection in Cosby… https://t.co/LOc78SUdKs"
421,0.0,2018-04-02 11:21:01,0.0,1.0,0.0,CBSNews,"Remembering Steven Bochco, TV creator of ""Hill Street Blues"" and ""NYPD Blue""  https://t.co/WSUBh4bjsu https://t.co/c9qH6fN0l7"
422,0.0,2018-04-02 11:18:46,0.0,1.0,0.0,CBSNews,"Millions of shoppers at Saks Fifth Avenue, Saks off Fifth and Lord &amp; Taylor may be impacted by a massive data breac… https://t.co/uuShVNJaAa"
423,0.0,2018-04-02 11:14:28,0.0,1.0,0.0,CBSNews,The Sacramento Sheriff's Dept. will release more information after one of its vehicles hit a protester Saturday. A… https://t.co/9rbgV8uU1j
424,0.0,2018-04-02 11:12:40,0.0,1.0,0.0,CBSNews,Hundreds of schools in Oklahoma and Kentucky are closed today as thousands of teachers prepare to rally at their St… https://t.co/fnhKnkN1WP
425,0.0,2018-04-02 11:11:57,0.0,1.0,0.0,CBSNews,Pieces of the defunct Chinese space station crashed overnight into a remote part of the South Pacific. The Tiangong… https://t.co/imDW8ErDPs
426,0.0,2018-04-02 11:10:52,0.0,1.0,0.0,CBSNews,"A Spring snowstorm is affecting 35 million people in the East. Around two inches could fall in New York, while part… https://t.co/muCYhKqdeY"
427,0.128,2018-04-02 11:08:42,0.065,0.846,0.09,CBSNews,China imposed significant tariffs overnight on more than 100 imported American goods. The move is in retaliation fo… https://t.co/rKLZNq7kXj
428,-0.4019,2018-04-02 11:05:33,0.211,0.688,0.101,CBSNews,President Trump promised no more immigration talks with Congress and also threatened to end NAFTA if Mexico does no… https://t.co/lE5eMedCDw
429,-0.4228,2018-04-02 11:04:03,0.177,0.728,0.095,CBSNews,"Fifty years after Martin Luther King Jr.'s assassination, a vast majority of Americans call him a very important hi… https://t.co/YAQvi03t6g"
430,-0.5994,2018-04-02 11:00:02,0.178,0.822,0.0,CBSNews,"This week marks the 50th anniversary of the assassination of Dr. Martin Luther King Jr. Ahead on @CBSThisMorning,… https://t.co/QpD6pxc3LY"
431,-0.802,2018-04-02 10:55:01,0.324,0.676,0.0,CBSNews,Investigators say the crash off a California cliff that killed a Washington state family may have been intentional.… https://t.co/NzOyR1yVM5
432,0.0,2018-04-02 10:45:01,0.0,1.0,0.0,CBSNews,AHEAD on @CBSThisMorning: @CecileRichards is entering her final weeks at the helm of Planned Parenthood. She will s… https://t.co/SfBSB1MKV8
433,-0.802,2018-04-02 10:41:01,0.324,0.676,0.0,CBSNews,"Deadly SUV cliff crash that killed a Washington state family may have been intentional, according preliminary evide… https://t.co/mJaZ2mMNeI"
434,0.0,2018-04-02 10:27:00,0.0,1.0,0.0,CBSNews,"RT @CBSThisMorning: THIS MORNING: 
🔜@danackerman talks about the latest data breach
🔜@ianbremmer discusses China's new tariffs on American…"
435,0.1531,2018-04-02 10:21:01,0.182,0.556,0.263,CBSNews,Commentary: Want to be loved by the Left? Get fired by Trump https://t.co/htqkDqIjJH https://t.co/laBa4jWrIS
436,-0.5423,2018-04-02 10:03:04,0.241,0.759,0.0,CBSNews,"Saks Fifth Avenue, Lord &amp; Taylor stores suffer data breach https://t.co/uza30WLOfo https://t.co/PDCjkhekmy"
437,-0.9042,2018-04-02 09:54:04,0.528,0.472,0.0,CBSNews,"Death toll rises, Israel rejects calls for probe into Gaza violence https://t.co/2NMiL7xDhV https://t.co/XMRF5ppgmK"
438,0.0,2018-04-02 09:48:03,0.0,1.0,0.0,CBSNews,Villanova and Michigan head to NCAA national title game https://t.co/mShhDUbl3v https://t.co/Iy7xumDR7g
439,-0.6705,2018-04-02 09:40:06,0.29,0.71,0.0,CBSNews,Three year old killed in drive-by shooting just outside Atlanta https://t.co/ZKra7wCekF https://t.co/w7FUzIs87t
440,-0.296,2018-04-02 12:17:56,0.115,0.885,0.0,CNN,President Trump says there will be no deal with Democrats to legalize thousands of undocumented immigrants brought… https://t.co/KkHBa7HHtF
441,0.0,2018-04-02 12:05:44,0.0,1.0,0.0,CNN,"National Rifle Association board member and classic rocker Ted Nugent calls Parkland survivors ""liars"" and ""soulles… https://t.co/uzu0CERDxo"
442,0.0,2018-04-02 11:55:35,0.0,1.0,0.0,CNN,Their journey north sparked a Trump tweetstorm https://t.co/TFr8INY7W6 https://t.co/ExKaG414XG
443,-0.5574,2018-04-02 11:51:01,0.184,0.816,0.0,CNN,"Alisyn Camerota: ""So, the tweet [from President Trump] fired you?""

Former Veterans Affairs Secretary David Shulkin… https://t.co/9jLGNp59d0"
444,-0.2023,2018-04-02 11:48:06,0.087,0.913,0.0,CNN,"Here are some of iOS 11.3's features you should know about:
- You can turn off the controversial iPhone-slowing fea… https://t.co/ou7r7DbgTI"
445,-0.0772,2018-04-02 11:40:27,0.254,0.565,0.181,CNN,Las Vegas hockey team retires No. 58 to honor concert victims https://t.co/hj4ge2tI1e https://t.co/aijAdC5Nov
446,-0.4019,2018-04-02 11:30:19,0.114,0.886,0.0,CNN,"If you stand inside the world's quietest room for long enough, you start to hear your heartbeat. Then you lose your… https://t.co/vsoQeDFcB8"
447,0.0,2018-04-02 11:20:04,0.0,1.0,0.0,CNN,President Trump embraces his instincts at a key global moment | Analysis by @StCollinson https://t.co/y2JGcWhGEd https://t.co/dVXt1QMa25
448,-0.0516,2018-04-02 11:13:15,0.066,0.934,0.0,CNN,"RT @NewDay: CNN's @brianstelter on Sinclair stations airing media-bashing promos: ""The owner's conservative politics have been trickling do…"
449,0.4391,2018-04-02 11:13:04,0.0,0.874,0.126,CNN,"An all-newsroom email from one station news director read: ""Let me be absolutely clear here... These MUST Run. If t… https://t.co/Mkt9kltImO"
450,-0.4404,2018-04-02 11:11:10,0.153,0.847,0.0,CNN,Sinclair Broadcast Group tells local news stations to air media-bashing promos — and the criticism goes viral… https://t.co/fHuumjZOTw
451,0.0,2018-04-02 11:00:12,0.0,1.0,0.0,CNN,"5 things for Monday:

- Chinese tariffs
- DACA
- Gaza
- Teacher walk outs
- Sinclair Broadcast Group… https://t.co/YUswJFxevw"
452,0.0,2018-04-02 10:55:05,0.0,1.0,0.0,CNN,"A family's SUV found at the bottom of a California cliff last week may have been deliberately driven off the road,… https://t.co/gf5gn4li4k"
453,0.3818,2018-04-02 10:50:04,0.0,0.776,0.224,CNN,13 simple ways to protect your family's data https://t.co/ujhIyf3iaK https://t.co/OOBGEoXhhy
454,0.1027,2018-04-02 10:40:04,0.192,0.68,0.128,CNN,"Inspired by the West Virginia strike in which teachers demanded and got a pay raise from state leaders, a wave of e… https://t.co/Wiwze3ziGo"
455,0.0,2018-04-02 10:32:31,0.0,1.0,0.0,CNN,"Secret Service investigating vandalism at Trump golf club in Florida, sheriff's office says https://t.co/nGHj12upVh https://t.co/LlmDNSzN3W"
456,0.3612,2018-04-02 10:22:20,0.0,0.857,0.143,CNN,"They led a national march. Now Parkland students return to a school they say ""feels like jail.""… https://t.co/AUla4z4zG4"
457,0.6808,2018-04-02 10:12:02,0.0,0.781,0.219,CNN,This 17-year-old applied to 20 of the best universities in the US and was admitted to every single one with a full… https://t.co/7ewFFrvUtc
